7789,7787,13931,13931,14044
8082,8084,14228,14708,14671
8145,8113,14221,14461,14524
19333,11651,14723,14483,14564
19346,11668,14740,14740,14761
19346,11668,14740,14740,14768
19347,11669,14741,14741,14756
19346,11668,14740,14740,14782
19346,11668,14740,14740,14810
19350,11670,14742,14742,14733
19351,11671,14743,14743,14711
19351,11671,14743,14743,14667
19394,11684,14744,14744,14592
19392,11680,14728,14488,14499
19393,11681,14729,14489,14382
19393,11681,14729,14489,14394
19393,11681,14729,14489,14413
19395,11685,14745,14745,14622
19401,11689,14761,15001,15007
19389,11739,14823,16023,16111
24898,24868,18712,16792,16885
24906,24876,18744,17304,17340
24893,24923,18791,18071,18039
25014,25046,18902,19862,19801
25367,25879,22807,20887,20842
25501,26011,22951,23191,23085
25531,26077,23029,24469,24412
26885,26883,26883,24723,24694
26885,26883,26883,24723,24807
26892,26890,26914,25234,25168
26892,26890,26914,25234,25270
26890,26892,26928,25488,25543
26912,26944,26944,25744,25632
26916,26946,26946,25746,25610
26894,26894,26930,25490,25597
26928,26960,26948,25748,25747
27029,27027,27015,26775,26635
27411,27925,30997,29077,28931
27410,27924,30996,29076,29085
27395,27909,30993,29073,29060
27395,27909,30993,29073,29045
27357,27835,30895,31375,31406
27563,28109,31217,32657,32594
27563,28109,31217,32657,32648
49414,41222,35090,33170,33087
49414,41222,35090,33170,33132
49446,41286,35154,34194,34076
49452,41290,35170,34450,34451
49451,41293,35185,34705,34610
49451,41293,35185,34705,34609
49451,41293,35185,34705,34610
49365,41139,34959,34959,34832
49367,41143,34975,35215,35186
49924,42242,39170,37010,37088
49946,42268,39220,37780,37713
50062,42382,39346,39826,39709
50092,42442,39394,40594,40523
51462,43270,43282,41362,41420
51470,43278,43314,41874,41821
51470,43278,43314,41874,41885
51470,43278,43314,41874,41882
51467,43277,43313,41873,41878
51467,43277,43313,41873,41827
51295,43071,43071,41871,41755
51295,43071,43071,41871,41747
51287,43063,43039,41359,41311
49910,42230,39134,40334,40364
49910,42230,39134,40334,40262
57544,57512,51368,51848,51805
46459,54141,51069,51069,51121
46433,54113,51017,50297,50331
46357,54035,50951,49271,49200
49410,41220,35088,33168,33094
49410,41220,35088,33168,33097
49411,41221,35089,33169,33103
49410,41220,35088,33168,33096
49410,41220,35088,33168,33090
49416,41224,35104,33424,33480
49440,41280,35136,33936,33893
49442,41284,35152,34192,34152
49450,41292,35184,34704,34586
49451,41293,35185,34705,34606
49454,41294,35186,34706,34610
49451,41293,35185,34705,34584
49448,41288,35168,34448,34549
49364,41138,34958,34958,34973
49369,41145,34989,35469,35400
49385,41193,35049,36489,36378
49334,41174,35030,36230,36347
49331,41173,35029,36229,36296
49331,41173,35029,36229,36268
49330,41172,35028,36228,36243
49330,41172,35028,36228,36243
49319,41159,35027,36227,36187
49318,41158,35026,36226,36175
49315,41157,35025,36225,36173
49314,41156,35024,36224,36171
38389,37875,34767,35967,36082
38388,37874,34766,35966,35955
38360,37816,34732,35452,35421
38349,37803,34731,35451,35440
38345,37801,34729,35449,35389
38301,37787,34727,35447,35389
38301,37787,34727,35447,35379
38300,37786,34726,35446,35349
38291,37781,34709,35189,35259
38290,37780,34708,35188,35182
38290,37780,34708,35188,35189
38290,37780,34708,35188,35200
38291,37781,34709,35189,35225
38291,37781,34709,35189,35258
38291,37781,34709,35189,35254
38291,37781,34709,35189,35245
38704,38736,38724,38004,38056
38706,38740,38740,38260,38150
38712,38744,38756,38516,38426
38712,38744,38756,38516,38526
38700,38730,38754,38514,38614
38699,38733,38769,38769,38763
38699,38733,38769,38769,38763
38699,38733,38769,38769,38763
38702,38734,38770,38770,38685
38701,38731,38755,38515,38581
38702,38734,38770,38770,38670
38699,38733,38769,38769,38787
38699,38733,38769,38769,38787
38699,38733,38769,38769,38787
38702,38734,38770,38770,38680
38701,38731,38755,38515,38600
38701,38731,38755,38515,38605
38785,38785,38785,39025,39102
38795,38797,38833,39793,39771
38819,38853,38865,40305,40242
38817,38849,38849,40049,40069
38795,38797,38833,39793,39819
38795,38797,38833,39793,39798
38647,38647,38623,40303,40259
38653,38651,38639,40559,40454
38655,38655,38655,40815,40768
38824,38856,38880,40560,40659
38824,38856,38880,40560,40549
38824,38856,38880,40560,40651
38655,38655,38655,40815,40778
40017,39473,42509,41069,41125
40018,39476,42524,41324,41437
40050,39540,42588,42348,42461
40059,39549,42621,42861,42898
40059,39549,42621,42861,42935
40059,39549,42621,42861,42937
40059,39549,42621,42861,42992
40148,39602,42638,43118,43262
40157,39611,42671,43631,43716
40352,39872,42944,44144,44094
40352,39872,42944,44144,44277
40361,39881,42977,44657,44586
46927,55087,55099,54139,54031
10441,18601,24745,27145,27303
11773,19451,25583,28223,28400
14933,23603,29711,28751,28764
15171,23845,29977,29017,29001
15174,23846,29978,29018,29024
15187,23861,29981,29021,29027
15187,23861,29981,29021,28993
15189,23859,29967,28767,28849
15189,23859,29967,28767,28792
15530,23244,26352,28512,28638
15534,23246,26354,28514,28546
15535,23247,26355,28515,28503
15546,23260,26356,28516,28427
15545,23257,26341,28261,28334
15545,23257,26341,28261,28238
15542,23254,26326,28006,28156
15542,23254,26326,28006,28064
15588,23266,26314,27754,27800
15747,23429,26513,26993,27027
15646,23326,26422,25462,25383
15644,23322,26406,25206,25199
15639,23319,26391,24951,24871
15637,23315,26375,24695,24783
15637,23315,26375,24695,24739
15637,23315,26375,24695,24598
14312,22504,22504,24184,24232
14312,22504,22504,24184,24151
14308,22498,22474,23674,23636
14284,22442,22442,23162,23274
13786,21436,18364,19324,19402
13786,21436,18364,19324,19281
13767,21415,18331,18811,18879
13767,21415,18331,18811,18814
13677,21355,18283,18043,18060
8143,8111,14267,15227,15187
19140,11426,14474,14474,14497
19157,11443,14479,14479,14409
19256,11608,14692,13972,13925
19257,11609,14693,13973,13904
19257,11609,14693,13973,13905
19257,11609,14693,13973,13908
19259,11613,14709,14229,14104
19258,11612,14708,14228,14258
19258,11612,14708,14228,14287
19345,11665,14725,14485,14358
19345,11665,14725,14485,14388
19348,11666,14726,14486,14389
19348,11666,14726,14486,14388
19348,11666,14726,14486,14388
19348,11666,14726,14486,14388
19348,11666,14726,14486,14396
19345,11665,14725,14485,14401
19345,11665,14725,14485,14405
19345,11665,14725,14485,14409
19345,11665,14725,14485,14415
19345,11665,14725,14485,14422
19345,11665,14725,14485,14422
19345,11665,14725,14485,14433
19345,11665,14725,14485,14433
19345,11665,14725,14485,14431
19251,11605,14677,13717,13613
19249,11601,14661,13461,13483
19249,11601,14661,13461,13460
19249,11601,14661,13461,13314
19227,11549,14645,13205,13263
19227,11549,14645,13205,13124
15300,23970,30090,30810,30784
15300,23970,30090,30810,30848
15302,23974,30106,31066,31047
15317,23987,30095,30815,30785
15914,24140,30320,30560,30715
16001,24193,30337,30817,30833
16001,24193,30337,30817,30881
15929,24153,30309,30309,30370
15929,24153,30309,30309,30241
15923,24149,30293,30053,30042
15921,24145,30277,29797,29904
15924,24146,30278,29798,29899
15926,24150,30294,30054,29956
15926,24150,30294,30054,29958
15926,24150,30294,30054,29956
15926,24150,30294,30054,29956
15926,24150,30294,30054,29956
15921,24145,30277,29797,29867
15920,24144,30276,29796,29787
15921,24145,30277,29797,29846
15921,24145,30277,29797,29879
15921,24145,30277,29797,29852
15924,24146,30278,29798,29744
15968,24160,30280,29800,29879
15974,24166,30298,30058,29952
16168,24392,30560,30320,30274
16169,24393,30561,30321,30349
16137,24329,30497,29297,29373
16132,24322,30466,28786,28891
15780,23490,26562,27762,27664
15437,23083,26155,25195,25212
14055,22247,22235,23915,23886
13897,22057,22057,21097,21090
13518,21166,18106,19306,19209
7916,7914,14058,15978,16086
7916,7914,14058,15978,15965
7908,7906,14026,15466,15465
7881,7849,13993,14953,14932
7788,7786,13930,13930,14034
7751,7719,13851,12651,12639
7748,7714,13834,12394,12297
7407,6895,9979,12139,12107
7416,6904,9964,11884,11942
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7768,7736,13868,12908,12824
7770,7740,13884,13164,13267
7897,7865,13997,14957,14989
7899,7869,14013,15213,15121
7888,7856,13964,14444,14453
7877,7843,13963,14443,14387
7800,7800,13932,13932,13961
7794,7796,13916,13676,13760
7792,7792,13900,13420,13513
7792,7792,13900,13420,13465
7770,7740,13884,13164,13196
7770,7740,13884,13164,13085
7770,7740,13884,13164,13068
7768,7736,13868,12908,12867
7768,7736,13868,12908,12867
7768,7736,13868,12908,12964
7800,7800,13932,13932,14053
7802,7804,13948,14188,14332
7792,7792,13900,13420,13397
7762,7732,13852,12652,12649
7416,6904,9964,11884,11888
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7408,6896,9932,11372,11513
7789,7787,13931,13931,13924
7791,7791,13947,14187,14247
8067,8069,14225,14705,14620
7992,8024,14180,13940,13851
7986,8020,14164,13684,13817
7986,8020,14164,13684,13603
7987,8021,14165,13685,13570
7987,8021,14165,13685,13571
7656,7144,10216,11896,11816
7627,7085,10169,11129,11065
7627,7085,10169,11129,11013
7625,7081,10153,10873,10814
7628,7082,10154,10874,10780
7628,7082,10154,10874,10816
7621,7075,10123,10363,10256
7533,7019,10091,9851,9831
7519,6975,10047,9087,9023
18440,10248,10272,8832,8872
18441,10249,10273,8833,8735
18438,10246,10258,8578,8683
18438,10246,10258,8578,8650
18438,10246,10258,8578,8602
18438,10246,10258,8578,8576
18438,10246,10258,8578,8617
18438,10246,10258,8578,8652
18441,10249,10273,8833,8803
18441,10249,10273,8833,8844
18440,10248,10272,8832,8940
18442,10252,10288,9088,8973
18442,10252,10288,9088,9087
18442,10252,10288,9088,9161
7541,7027,10063,9343,9317
7541,7027,10063,9343,9442
7542,7030,10078,9598,9628
7548,7034,10094,9854,9835
7547,7037,10109,10109,10058
7635,7093,10141,10621,10703
7635,7093,10141,10621,10725
7671,7159,10207,11647,11529
18594,10436,10448,11648,11622
18594,10436,10448,11648,11623
18595,10437,10449,11649,11640
7665,7153,10189,11389,11486
7652,7138,10186,11386,11464
13615,21327,18291,18291,18370
13722,21404,18356,19316,19281
14107,22301,22325,21365,21490
14231,22423,22423,22903,23011
15714,23396,26456,25976,26024
15847,23527,26587,28027,28059
16205,24363,30507,29307,29260
16227,24421,30553,30073,30104
38705,38737,38725,38005,38048
38706,38740,38740,38260,38278
38712,38744,38756,38516,38485
38701,38731,38755,38515,38623
38701,38731,38755,38515,38631
38700,38730,38754,38514,38643
38699,38733,38769,38769,38768
38784,38784,38784,39024,38921
38793,38793,38817,39537,39658
38825,38857,38881,40561,40466
40022,39478,42526,41326,41260
40024,39480,42540,41580,41478
40024,39480,42540,41580,41570
40027,39485,42557,41837,41808
40026,39484,42556,41836,41959
40037,39523,42571,42091,42117
40048,39536,42572,42092,42022
40027,39485,42557,41837,41958
40224,39744,42816,42096,42219
40225,39745,42817,42097,42218
40205,39691,42787,41587,41583
40197,39683,42755,41075,41096
38791,38791,38803,39283,39352
38703,38735,38771,38771,38871
38712,38744,38756,38516,38510
38707,38741,38741,38261,38379
38707,38741,38741,38261,38373
38703,38735,38771,38771,38856
38788,38786,38786,39026,38923
10431,18655,24823,28423,28439
38350,37806,34746,35706,35721
38386,37876,34780,36220,36230
38397,37883,34799,36479,36483
49685,42003,38919,36999,37032
49685,42003,38919,36999,37041
49729,42017,38921,37001,37041
49729,42017,38921,37001,37037
49729,42017,38921,37001,37018
49729,42017,38921,37001,37033
49729,42017,38921,37001,37040
49729,42017,38921,37001,37040
49729,42017,38921,37001,36951
49686,42006,38934,37254,37183
49686,42006,38934,37254,37198
49686,42006,38934,37254,37208
49686,42006,38934,37254,37208
49686,42006,38934,37254,37208
14161,22321,22285,20605,20480
14164,22322,22286,20606,20546
14164,22322,22286,20606,20546
14164,22322,22286,20606,20548
14164,22322,22286,20606,20548
14164,22322,22286,20606,20538
14164,22322,22286,20606,20534
14164,22322,22286,20606,20534
14164,22322,22286,20606,20534
13819,21501,18429,20349,20476
14160,22320,22284,20604,20537
14319,22511,22523,24443,24437
15687,23335,26395,24955,25028
15645,23323,26407,25207,25292
15646,23326,26422,25462,25349
15760,23440,26500,26740,26711
15779,23493,26577,28017,28015
15785,23497,26593,28273,28218
15784,23496,26592,28272,28370
15615,23295,26367,28527,28430
15983,24175,30331,30571,30648
16071,24231,30363,31083,31046
37991,37479,34395,34155,34201
38008,37496,34412,34412,34525
38011,37501,34429,34669,34675
38182,37702,34642,34162,34203
38183,37703,34643,34163,34149
38183,37703,34643,34163,34190
38189,37707,34659,34419,34441
38309,37827,34755,35955,35891
38328,37848,34788,36468,36522
38330,37852,34804,36724,36652
38330,37852,34804,36724,36832
38672,38672,38660,36980,36891
38672,38672,38660,36980,36909
38672,38672,38660,36980,37062
38674,38676,38676,37236,37285
38671,38671,38707,37747,37802
38682,38684,38708,37748,37854
38706,38740,38740,38260,38336
38793,38793,38817,39537,39582
38794,38796,38832,39792,39736
38623,38591,38591,39791,39790
38623,38591,38591,39791,39790
38623,38591,38591,39791,39792
38622,38590,38590,39790,39835
38643,38645,38621,40301,40203
38650,38652,38652,40812,40794
40016,39472,42508,41068,41066
40196,39682,42754,41074,41029
40196,39682,42754,41074,40987
40196,39682,42754,41074,40983
40196,39682,42754,41074,40983
38842,38876,38900,40820,40882
38843,38877,38901,40821,40871
40296,39784,42856,42616,42507
40384,39840,42888,43128,43194
40921,40889,47021,47741,47790
57356,57354,51234,49794,49754
57549,57515,51371,51851,51868
57560,57528,51372,51852,51886
57556,57522,51342,51342,51226
57468,57466,51310,50830,50910
57570,57572,51416,52616,52675
57533,57563,51431,52871,52880
57533,57563,51431,52871,52886
57533,57563,51431,52871,52901
57533,57563,51431,52871,52846
57533,57563,51431,52871,52816
57570,57572,51416,52616,52732
57570,57572,51416,52616,52583
57568,57568,51400,52360,52444
57568,57568,51400,52360,52356
57546,57516,51384,52104,52098
57544,57512,51368,51848,51931
57545,57513,51369,51849,51734
57539,57509,51353,51593,51466
57540,57506,51338,51338,51397
57454,57454,51322,51082,51142
57454,57454,51322,51082,51072
57455,57455,51323,51083,50977
57453,57451,51307,50827,50784
57447,57447,51291,50571,50605
57458,57460,51292,50572,50521
57456,57456,51276,50316,50216
57434,57404,51260,50060,50064
57433,57401,51245,49805,49704
57427,57397,51229,49549,49536
57428,57394,51214,49294,49166
51965,44283,47343,48783,48652
51957,44275,47311,48271,48310
52010,44364,47472,46992,46876
52002,44356,47440,46480,46533
51837,44155,47215,46735,46736
51933,44219,47279,47759,47624
51935,44223,47295,48015,47878
51935,44223,47295,48015,47881
51935,44223,47295,48015,47896
51933,44219,47279,47759,47826
51933,44219,47279,47759,47690
51933,44219,47279,47759,47656
51933,44219,47279,47759,47708
51933,44219,47279,47759,47720
52105,44425,47521,47761,47677
52103,44423,47507,47507,47462
52103,44423,47507,47507,47463
10441,18601,24745,27145,27303
10669,18891,25059,28179,28249
10680,18904,25060,28180,28166
10720,18912,25032,27672,27842
10724,18914,25034,27674,27693
10719,18879,25023,27423,27437
11798,19990,29206,28966,29013
11848,20008,29224,29224,29347
11845,20003,29195,28715,28872
11518,19198,25342,28462,28534
11688,19400,25568,28208,28168
11683,19397,25553,27953,27939
11684,19394,25538,27698,27834
11663,19343,25523,27443,27499
11674,19356,25524,27444,27420
11667,19349,25493,26933,27055
11583,19295,25463,26423,26612
11646,19326,25470,26430,26580
11646,19326,25470,26430,26595
11647,19327,25471,26431,26608
14465,22657,25729,26689,26633
14757,22979,26051,27731,27892
14772,22994,26054,27734,27899
38186,37708,34672,34672,34638
38320,37840,34756,35956,35941
38683,38685,38709,37749,37820
38788,38786,38786,39026,39137
38796,38794,38818,39538,39540
38796,38794,38818,39538,39676
38822,38854,38866,40306,40206
38819,38853,38865,40305,40308
38819,38853,38865,40305,40442
38818,38852,38864,40304,40396
38818,38852,38864,40304,40393
38819,38853,38865,40305,40303
38789,38787,38787,39027,39038
38789,38787,38787,39027,38964
38703,38735,38771,38771,38799
38701,38731,38755,38515,38546
38706,38740,38740,38260,38216
38313,37833,34785,36465,36483
38306,37828,34768,36208,36101
38333,37851,34791,36471,36366
38393,37881,34797,36477,36465
49728,42016,38920,37000,37039
49729,42017,38921,37001,37041
49733,42019,38923,37003,37041
49733,42019,38923,37003,37005
49391,41199,35067,36747,36842
49393,41201,35021,35981,36037
49372,41146,34990,35470,35515
49367,41143,34975,35215,35149
49449,41289,35169,34449,34370
49446,41286,35154,34194,34192
49447,41287,35155,34195,34068
27525,28035,31107,30867,30889
27397,27907,30979,28819,28722
27053,27083,27107,28307,28308
27039,27039,27063,27543,27532
27080,27048,27048,27288,27279
27074,27044,27032,27032,26934
26986,26988,27000,26520,26555
26978,26980,26968,26008,26027
25536,26016,22920,22680,22677
25537,26017,22921,22681,22528
25451,25965,22905,22425,22484
25451,25965,22905,22425,22482
25537,26017,22921,22681,22661
25539,26021,22937,22937,23023
25545,26025,22953,23193,23164
25545,26025,22953,23193,23179
25545,26025,22953,23193,23274
13067,21773,21809,21329,21394
13065,21769,21793,21073,21102
13073,21777,21765,20565,20605
12778,20972,17912,20312,20333
13079,21783,21783,20823,20757
13083,21789,21813,21333,21263
10431,18655,24823,28423,28439
10747,18941,25085,28445,28443
11844,20002,29194,28714,28881
12054,20246,29462,28982,29010
16101,24291,30411,31851,31859
16114,24308,30428,32108,32074
16123,24317,30461,32621,32679
37982,37438,34366,33646,33674
38013,37499,34415,34415,34486
38275,37765,34705,35185,35130
38284,37770,34722,35442,35566
38678,38678,38678,37238,37156
38787,38789,38801,39281,39408
40733,40731,46887,45687,45575
57489,57489,51333,51333,51447
57562,57532,51388,52108,52049
57563,57533,51389,52109,52112
57563,57533,51389,52109,52118
57566,57534,51390,52110,52124
57566,57534,51390,52110,52123
57563,57533,51389,52109,52121
57563,57533,51389,52109,52115
57563,57533,51389,52109,52109
57563,57533,51389,52109,52108
57563,57533,51389,52109,52108
57563,57533,51389,52109,52105
57563,57533,51389,52109,52102
57563,57533,51389,52109,52102
57563,57533,51389,52109,52102
57563,57533,51389,52109,52102
57563,57533,51389,52109,52106
57563,57533,51389,52109,52108
57563,57533,51389,52109,52114
57563,57533,51389,52109,52110
57563,57533,51389,52109,52108
57563,57533,51389,52109,52107
57566,57534,51390,52110,52119
57566,57534,51390,52110,52119
57566,57534,51390,52110,52121
57567,57535,51391,52111,52123
57561,57529,51373,51853,51879
57501,57499,51367,51847,51901
57500,57498,51366,51846,51888
57500,57498,51366,51846,51925
57544,57512,51368,51848,51858
57537,57505,51337,51337,51352
57454,57454,51322,51082,51017
57454,57454,51322,51082,50947
57455,57455,51323,51083,50944
57466,57468,51324,51084,50961
57466,57468,51324,51084,50967
57467,57469,51325,51085,50988
57467,57469,51325,51085,50997
57467,57469,51325,51085,51007
57467,57469,51325,51085,51012
57470,57470,51326,51086,51027
57470,57470,51326,51086,51028
57470,57470,51326,51086,51027
57470,57470,51326,51086,51038
57471,57471,51327,51087,51047
57471,57471,51327,51087,51048
57642,57676,51568,51088,51047
57634,57668,51536,50576,50526
57436,57402,51246,49806,49861
57427,57397,51229,49549,49621
57426,57396,51228,49548,49611
57412,57378,51210,49290,49293
57370,57372,51252,50052,49999
57379,57413,51281,50561,50452
46454,54134,51038,50558,50465
46449,54129,51021,50301,50385
46449,54129,51021,50301,50430
46455,54135,51039,50559,50484
46455,54135,51039,50559,50484
57378,57412,51280,50560,50453
57379,57413,51281,50561,50502
57394,57428,51284,50564,50598
57398,57430,51286,50566,50660
57405,57435,51303,50823,50785
57405,57435,51303,50823,50830
57448,57448,51304,50824,50847
57466,57468,51324,51084,50980
57467,57469,51325,51085,51026
57467,57469,51325,51085,51031
57470,57470,51326,51086,51036
57470,57470,51326,51086,51035
57470,57470,51326,51086,50979
57468,57466,51310,50830,50941
57469,57467,51311,50831,50829
51798,44086,47134,45454,45387
51455,43263,43263,44943,44936
51456,43264,43264,41104,40972
50082,42436,39376,40336,40412
50082,42436,39376,40336,40345
49909,42227,39119,40079,39996
49745,42033,38925,37005,36952
49401,41209,35053,36493,36421
49364,41138,34958,34958,34962
49278,41086,34942,34702,34726
27553,28097,31169,31889,31835
27529,28041,31137,31377,31272
27529,28041,31137,31377,31268
27520,28032,31104,30864,30729
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27050
10451,18613,24733,26893,27052
10457,18617,24749,27149,27388
10656,18880,25024,27664,27746
15406,23118,26226,26466,26581
15423,23135,26231,26471,26591
15439,23087,26171,25451,25476
13414,21094,18010,17770,17879
13377,21025,17929,16489,16591
7906,7908,14040,15720,15710
7880,7848,13992,14952,14950
7784,7784,13928,13928,14046
7778,7780,13912,13672,13704
7875,7845,13977,14697,14631
7875,7845,13977,14697,14788
7875,7845,13977,14697,14763
7875,7845,13977,14697,14690
7875,7845,13977,14697,14621
7873,7841,13961,14441,14580
7873,7841,13961,14441,14542
7873,7841,13961,14441,14511
7873,7841,13961,14441,14511
7873,7841,13961,14441,14511
7873,7841,13961,14441,14515
7873,7841,13961,14441,14523
7873,7841,13961,14441,14531
7873,7841,13961,14441,14545
7785,7785,13929,13929,13936
7779,7781,13913,13673,13698
7779,7781,13913,13673,13696
7788,7786,13930,13930,13962
7802,7804,13948,14188,14110
7802,7804,13948,14188,14195
7978,8012,14192,14192,14186
7982,8014,14194,14194,14135
7979,8013,14193,14193,14133
7978,8012,14192,14192,14267
7893,7859,13967,14447,14388
7892,7858,13966,14446,14432
7892,7858,13966,14446,14432
7892,7858,13966,14446,14432
7892,7858,13966,14446,14432
7892,7858,13966,14446,14432
7892,7858,13966,14446,14425
7892,7858,13966,14446,14424
7889,7857,13965,14445,14418
7889,7857,13965,14445,14418
7888,7856,13964,14444,14402
7888,7856,13964,14444,14342
7791,7791,13947,14187,14279
7791,7791,13947,14187,14261
7790,7790,13946,14186,14195
7917,7915,14059,15979,16117
13381,21027,17931,16491,16402
13381,21027,17931,16491,16402
13400,21048,17964,17004,16906
13400,21048,17964,17004,16906
13424,21104,17996,17516,17536
13424,21104,17996,17516,17620
13413,21091,17995,17515,17663
13415,21095,18011,17771,17670
13413,21091,17995,17515,17655
13413,21091,17995,17515,17654
13413,21091,17995,17515,17634
13413,21091,17995,17515,17580
13413,21091,17995,17515,17553
13424,21104,17996,17516,17503
