149.477005,3392.790039,61.785332
221.799271,3296.541260,66.849442
338.563629,3252.301514,71.205070
512.047485,3076.172119,65.707176
528.805908,3040.863281,64.819214
553.566406,2977.250244,64.648788
561.196716,2955.119385,64.613297
574.043945,2914.007813,64.323517
594.280945,2878.618896,64.120735
604.635864,2867.001221,64.111351
627.747559,2820.195068,64.093811
639.088623,2687.894531,64.784874
678.837158,2594.318359,64.093811
687.959229,2549.934082,64.093811
694.006226,2510.101807,64.281517
696.082336,2502.009277,64.346397
680.232971,2458.859131,64.093811
662.452026,2434.927734,64.093811
654.249573,2393.527344,64.201439
542.660095,2254.160400,64.093811
524.338501,2240.766846,64.196152
464.899902,2205.623535,65.894989
441.877167,2192.439697,67.149178
389.991638,2167.509766,71.722939
361.849823,2158.817871,98.782516
328.008118,2148.357422,120.659981
307.920410,2142.148193,126.068161
257.640533,2137.707275,115.666229
213.847229,2136.371094,79.959824
173.334900,2128.420166,64.647110
143.276627,2120.279297,63.301514
63.489555,1923.452271,96.093811
62.765778,1890.782959,96.093811
98.288582,1501.853027,96.093811
105.909668,1419.608276,96.093811
287.003876,1291.783936,96.093811
428.609131,1306.943970,96.093811
450.519836,1307.837158,96.093811
475.474640,1304.249268,96.093811
478.155396,1302.997559,96.093811
477.089447,1285.711670,96.093811
476.545837,1283.746704,96.093811
420.574310,1231.491699,96.093811
414.119965,1226.294312,96.093811
389.259613,1212.655518,96.093811
339.817596,1204.486206,96.093811
333.544891,1204.995850,96.093811
327.314178,1207.187134,96.093811
308.815460,1225.521240,96.093811
294.030151,1245.789551,96.093811
285.302795,1258.286499,96.093811
283.895172,1260.287476,96.093811
263.679321,1273.851685,96.093811
254.543167,1276.978149,96.093811
228.748032,1275.408447,96.093811
220.144394,1272.026367,96.093811
202.962402,1255.830933,96.093811
191.192535,1226.904541,96.093811
186.019989,1200.348755,96.093811
185.421051,1196.471680,96.093811
180.789444,1181.182617,96.093811
173.984665,1170.159546,96.093811
138.608994,1180.663818,96.093811
109.926880,1214.998047,96.093811
66.425034,1369.917358,96.093811
68.635857,1440.425293,96.093811
66.675255,1474.043823,96.093811
64.773918,1481.194946,96.093811
58.003563,1492.137573,96.093811
35.228252,1487.628662,96.093811
31.883837,1483.069824,96.093811
32.037544,1466.718872,96.093811
44.704460,1457.372803,96.093811
47.108067,1456.680542,96.093811
51.250488,1455.018433,96.093811
60.050354,1441.385742,96.093811
61.572010,1422.056763,96.093811
62.677696,1421.494385,96.093811
78.621803,1389.006348,96.093811
145.100342,1331.152710,96.093811
177.735260,1313.546753,96.093811
203.237503,1303.795288,96.093811
234.871231,1301.807739,96.093811
236.999023,1302.262085,96.093811
264.913208,1308.841309,96.093811
181.207520,1344.949951,96.093811
160.116806,1360.349243,96.093811
156.268158,1364.508179,96.093811
133.697311,1387.863037,96.093811
133.709015,1387.850952,96.093811
131.652420,1383.058472,96.093811
130.409515,1380.162354,96.093811
124.020256,1365.333740,96.093811
126.143349,1369.971802,96.093811
131.054825,1380.702026,96.093811
131.054825,1380.702026,96.093811
131.196259,1381.024902,96.093811
134.435242,1388.579590,96.093811
134.947937,1389.797607,96.093811
137.002472,1394.676636,96.093811
138.415039,1398.031128,96.093811
138.907028,1399.109253,96.093811
137.885117,1396.417114,96.093811
95.333542,1254.240601,96.093811
89.371895,1220.688965,96.093811
89.371895,1220.688965,96.093811
89.396423,1222.133911,96.093811
89.747452,1230.566406,96.093811
90.393532,1244.792114,96.093811
57.746078,1515.769897,96.093811
63.360130,1531.300537,96.093811
71.062859,1550.308105,96.093811
79.019547,1565.015381,96.093811
55.926170,1548.141724,96.093811
43.363464,1514.592407,96.093811
32.801678,1473.588745,96.093811
28.096352,1449.840576,96.093811
34.220963,1427.943726,96.093811
49.496273,1403.698120,96.093811
48.519703,1400.943970,96.093811
46.347919,1394.807983,96.093811
45.467888,1392.217529,96.093811
43.351192,1385.987183,96.093811
43.314091,1385.877930,96.093811
43.626343,1386.791382,96.093811
46.796085,1396.113647,96.093811
50.641647,1407.451782,96.093811
50.198799,1406.080200,96.093811
48.407471,1400.717407,96.093811
47.613380,1398.340088,96.093811
47.614243,1398.342651,96.093811
47.614243,1398.342651,96.093811
48.775658,1400.768433,96.093811
52.139492,1407.793823,96.093811
59.830944,1423.864380,96.093811
59.830944,1423.864380,96.093811
59.830944,1423.864380,96.093811
88.743996,1477.366821,96.093811
104.625099,1509.891846,96.093811
107.569199,1575.468018,96.093811
100.881462,1595.369629,96.093811
52.595310,1613.558838,96.093811
-2.854537,1442.924561,96.093811
-1.700403,1433.490967,96.093811
0.655837,1401.925171,96.093811
1.248612,1402.166626,96.093811
1.493941,1402.694702,96.093811
2.473408,1404.802002,96.093811
2.497608,1404.862427,96.093811
3.116874,1406.407715,96.093811
4.826175,1410.629517,96.093811
4.826175,1410.629517,96.093811
4.723989,1410.331665,96.093811
0.569935,1397.373047,96.093811
-6.986850,1372.322632,96.093811
-15.586382,1344.135864,96.093811
-18.543539,1334.409180,96.093811
-23.185179,1319.144043,96.093811
-25.702749,1310.864502,96.093811
-25.702749,1310.864502,96.093811
-24.435024,1316.132446,96.093811
-21.199274,1329.687744,96.093811
-19.332464,1337.429688,96.093811
-15.240571,1354.198608,96.093811
-15.240571,1354.198608,96.093811
36.289722,1523.470581,96.093811
41.700962,1543.379883,96.093811
16.153091,1617.429077,96.093811
5.656713,1635.963867,96.093811
-12.089408,1640.656006,96.093811
-14.553896,1640.141235,96.093811
60.372360,1507.682861,96.093811
61.522476,1506.424561,96.093811
56.888645,1448.926270,96.093811
41.259480,1421.153198,96.093811
41.259480,1421.153198,96.093811
40.769371,1420.092529,96.093811
18.076296,1367.058716,96.093811
17.049423,1364.416748,96.093811
198.820297,1288.951782,96.093811
234.866730,1283.763306,96.093811
323.987640,1272.381348,96.093811
371.880676,1247.116821,96.093811
372.937836,1246.113770,96.093811
396.472778,1221.956543,96.093811
525.814209,1217.505859,96.093811
562.869141,1216.281006,96.093811
667.701904,1220.869995,96.093811
691.749390,1223.098267,120.113266
843.445068,1237.391479,95.755112
866.757019,1241.853149,96.093811
782.109985,1225.965088,96.093811
749.099731,1221.766113,96.093811
749.099731,1221.766113,96.093811
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-212.000000,3410.000000,63.795109
-327.571991,3429.169922,64.093811
-350.015930,3422.440186,64.093811
-397.715302,3428.230713,64.093811
-405.003876,3430.501953,64.113998
-522.953979,3422.622070,64.155113
-607.659729,3413.971924,64.097763
